InputID,TargetID,Distance
"35","21550",25.5246374828174
"35","21579",15.5215261626557
"35","21581",10.3369295264438
"35","21594",39.4357749406219
"35","87174",8.52378024863073
"38","21574",11.4125729566663
"38","21616",37.8678235530212
"38","21620",3.2672540788777
"38","21625",4.48396265783636
"38","87167",33.4043546822763
"74","21686",22.5799390210178
"74","21687",28.0928745404618
"74","21688",30.7892254126558
"74","21689",36.3888038478322
"74","21694",34.5286198041616
"78","21580",21.3629950777897
"78","21607",19.0125468367107
"78","21609",8.89854716318523
"78","21611",27.9810059629119
"78","87172",25.8928473580668
"39","21545",21.9427236303747
"39","21546",21.6062659973735
"39","21548",12.5257316111887
"39","21582",21.7170031891421
"39","87175",39.994669392319
"52","23061",19.1995710408471
"52","23082",7.63344843618207
"52","87770",42.3117364113646
"52","87777",69.9007047354469
"52","87778",67.8021361831964
"40","24164",18.0650009203798
"40","24165",29.0715991228929
"40","24169",13.8746150160626
"40","88279",36.8885310231906
"40","88281",50.5626867127554
"41","5423",20.5107311761079
"41","5424",5.56023115783796
"41","5425",48.5354413706722
"41","5426",51.4998493432703
"41","69289",29.1496870835027
"58","19409",97.1639920536623
"58","19413",86.3600425072379
"58","19415",89.0879430803152
"58","86528",75.8894041382094
"58","86550",4.12750419224457
"61","19354",73.5337802509409
"61","19355",84.4543151887901
"61","19358",62.1149886089715
"61","19359",106.309140172102
"61","19362",4.26149609466509
"62","19420",27.4329346108836
"62","19421",34.9144606113292
"62","19422",44.3521448019127
"62","19424",13.2247529445933
"62","86552",3.57948290481611
"63","19458",79.5499498669027
"63","19469",36.7689151238873
"63","19472",65.8242772551229
"63","19473",102.636788998167
"63","86561",40.1942003935703
"36","21262",37.9790364295392
"36","21267",23.2998150807452
"36","21271",52.6312899818338
"36","21279",31.5464690006019
"36","21280",11.4487487800909
"43","22985",53.6088727467458
"43","22986",15.4224588636224
"43","22987",48.4777112062066
"43","22988",57.0569301078668
"43","87732",38.4425147589376
"48","23054",34.6667919390132
"48","23056",37.8672453113395
"48","23057",11.0154496375462
"48","23058",29.4592950020467
"48","87768",8.96637815537213
"71","20528",23.6685992142451
"71","20529",4.84716240005449
"71","20530",23.0948650859608
"71","20552",53.5670513628944
"71","86925",42.5516326303765
"53","23585",43.9342633261368
"53","23586",2.04677165164574
"53","23587",15.6653640652042
"53","88024",51.290213031165
"53","88029",8.92579606183188
"56","23577",3.72381443864359
"56","23579",41.6329425294251
"56","88021",42.146180709799
"56","88022",30.9140711125705
"56","88025",52.8905861834337
"45","22985",31.7689012638781
"45","87706",25.9689511727533
"45","87729",23.303542985471
"45","87730",4.44548677116522
"45","87731",15.605442565691
"49","23049",38.9870218167251
"49","23052",35.4558710701565
"49","87763",41.1398483627636
"49","87764",22.0636034357474
"49","87765",18.0249437139773
"55","23253",28.5060027847507
"55","23453",30.1155712637352
"55","23514",6.557862963142
"55","23521",38.610921197326
"55","87996",30.8424673129781
"37","21524",9.84722682102385
"37","21525",27.7320259625188
"37","21526",64.5429106284059
"37","21528",54.9685086210163
"37","21530",60.3096232375832
"75","21598",2.96389449435631
"75","21599",36.3593582356174
"75","21600",12.3393084076549
"75","21602",40.9659149729693
"75","87171",35.9860651248777
