InputID,TargetID,Distance
"42","22958",10.0773368622985
"47","23054",43.1175581207235
"50","87396",12.5414497484086
"51","88430",6.35457152836775
"73","87179",34.9664839293979
"34","87174",12.468005013231
"1","21164",9.86788872896448
"2","14351",7.84773645893636
"4","20890",13.7097502182489
"5","86772",8.52358089019505
"6","86785",12.1967450480103
"7","20899",13.8469384291739
"8","14404",3.52717507149178
"9","19781",6.23408328884387
"10","19655",5.17122202228939
"11","18928",2.6430949749951
"12","18924",6.01409298784158
"13","86380",12.5983428788937
"14","86341",1.31774754369067
"15","86329",8.68742117385802
"16","86282",1.64707834787154
"17","19870",16.2129824406096
"18","84270",6.94206728353836
"19","13575",5.41815682105586
"20","13585",9.62438835384648
"21","19552",5.57140126652314
"22","19561",4.98392854078057
"23","19524",5.6922263545065
"24","19595",5.18251283832563
"25","23268",7.06709299085971
"26","6048",16.8311320435087
"26","6078",16.8311320435087
"27","87345",5.98927232144112
"28","22064",4.66172960432468
"29","22136",5.02710876414974
"30","22263",7.76571480811104
"31","86456",15.4749354435655
"44","87706",10.1319692931022
"46","87746",4.95883493227194
"54","13659",8.41790387466513
"57","69648",14.5449942143692
"59","19405",8.61634081985896
"60","19364",9.49329837691159
"70","20529",4.04508884489931
"72","21539",25.3723175143564
"76","21598",4.61578687992099
"77","21699",8.85052525602276
"79","21154",31.4293000534844
"80","20795",12.0329913154589
"81","21345",12.2081158801553
"82","20873",5.65827653745743
"83","14106",9.24179800795571
"84","20838",2.48713076076567
"85","86986",6.68347374102655
"86","13923",6.24847829248487
"87","13949",1.37561763177222
"32","21399",10.3202372131582
"33","21398",16.498939408209
"64","88105",2.36054575277064
"65","23699",4.63527780378674
"66","23750",3.10111386887467
"67","23757",15.0107126580724
"68","5781",18.2693160242248
"69","23823",5.32088995589184
"3","87118",15.6688706815686
"35","87174",8.47627187530421
"38","21620",2.69186003862588
"74","21250",10.4571272822367
"78","21609",10.5035179494557
"39","21548",12.7577472871104
"52","23082",7.27337802302526
"40","24169",14.1654409866871
"41","5424",5.28503899503428
"58","86550",4.65007287499763
"61","19362",4.13490437305294
"62","86552",3.54731623037861
"63","19469",36.3115003606082
"36","21280",11.2453238250889
"43","22986",15.5484160795726
"48","87768",8.81776378203108
"71","20530",10.5221582579497
"53","23586",2.26774356658263
"56","23577",4.01961688881829
"45","87730",4.65018176735918
"49","87765",18.7828340892212
"55","23514",6.43908176590204
"37","21524",9.30950392678547
"75","21596",6.73012112744491
